name,synth,flatten,extract_fa,abc_script,area,delay,module,type1,type2,bitwidth,const_v,is_const,adder_1_area,adder_2_area,adder_1_delay,adder_2_delay
n_4_input/RippleCarryAdder_4_adder_4_14.v,0,0,1,7,2.81394,178.66,14,RippleCarryAdder,adder,4,2,False,0.74358,1.25388,95.57,79.64
n_4_input/RippleCarryAdder_4_adder_4_14.v,0,1,0,0,2.24532,145.51,14,RippleCarryAdder,adder,4,2,False,1.41426,1.50174,76.28,75.91
n_4_input/RippleCarryAdder_4_adder_4_14.v,0,1,0,1,2.23074,151.39,14,RippleCarryAdder,adder,4,2,False,1.41426,1.50174,76.28,75.91
n_4_input/RippleCarryAdder_4_adder_4_14.v,0,1,0,2,2.24532,145.51,14,RippleCarryAdder,adder,4,2,False,1.50174,1.50174,75.91,75.91
n_4_input/RippleCarryAdder_4_adder_4_14.v,0,1,0,3,2.34738,147.39,14,RippleCarryAdder,adder,4,2,False,1.42884,1.6038,76.06,73.39
n_4_input/RippleCarryAdder_4_adder_4_14.v,0,1,0,4,2.34738,147.39,14,RippleCarryAdder,adder,4,2,False,1.42884,1.6038,76.06,73.39
n_4_input/RippleCarryAdder_4_adder_4_14.v,0,1,0,5,2.65356,154.48,14,RippleCarryAdder,adder,4,2,False,1.64754,1.80792,90.69,81.7
n_4_input/RippleCarryAdder_4_adder_4_14.v,0,1,0,6,2.24532,145.51,14,RippleCarryAdder,adder,4,2,False,1.41426,1.50174,76.28,75.91
n_4_input/RippleCarryAdder_4_adder_4_14.v,0,1,0,7,2.05578,118.1,14,RippleCarryAdder,adder,4,2,False,1.41426,1.50174,76.28,75.91
n_4_input/RippleCarryAdder_4_adder_4_14.v,0,1,1,0,1.72044,191.05,14,RippleCarryAdder,adder,4,2,False,0.74358,1.25388,90.83,83.04
n_4_input/RippleCarryAdder_4_adder_4_14.v,0,1,1,1,1.63296,181.62,14,RippleCarryAdder,adder,4,2,False,0.74358,1.18098,89.64,81.98
n_4_input/RippleCarryAdder_4_adder_4_14.v,0,1,1,2,1.72044,192.93,14,RippleCarryAdder,adder,4,2,False,0.74358,1.25388,96.82,79.95
n_4_input/RippleCarryAdder_4_adder_4_14.v,0,1,1,3,1.7496,182.16,14,RippleCarryAdder,adder,4,2,False,0.74358,1.18098,93.05,92.26
n_4_input/RippleCarryAdder_4_adder_4_14.v,0,1,1,4,1.7496,175.42,14,RippleCarryAdder,adder,4,2,False,0.74358,1.18098,93.05,80.79
n_4_input/RippleCarryAdder_4_adder_4_14.v,0,1,1,5,1.80792,186.22,14,RippleCarryAdder,adder,4,2,False,0.74358,1.21014,98.16,105.38
n_4_input/RippleCarryAdder_4_adder_4_14.v,0,1,1,6,1.72044,183.17,14,RippleCarryAdder,adder,4,2,False,0.74358,1.25388,95.29,79.64
n_4_input/RippleCarryAdder_4_adder_4_14.v,0,1,1,7,1.72044,187.76,14,RippleCarryAdder,adder,4,2,False,0.74358,1.25388,106.95,84.05
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,0,0,0,3.645,177.44,14,RippleCarryAdder,adder,4,2,False,1.41426,1.41426,76.28,82.41
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,0,0,1,3.645,174.86,14,RippleCarryAdder,adder,4,2,False,1.41426,1.41426,76.28,76.28
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,0,0,2,3.73248,176.13,14,RippleCarryAdder,adder,4,2,False,1.50174,1.41426,75.91,82.41
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,0,0,3,3.90744,200.09,14,RippleCarryAdder,adder,4,2,False,1.39968,1.6038,83.56,85.77
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,0,0,4,3.87828,199.65,14,RippleCarryAdder,adder,4,2,False,1.42884,1.6038,75.37,85.77
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,0,0,5,4.31568,208.73,14,RippleCarryAdder,adder,4,2,False,1.66212,1.79334,98.65,94.31
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,0,0,6,3.645,177.44,14,RippleCarryAdder,adder,4,2,False,1.41426,1.41426,76.28,82.41
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,0,0,7,3.73248,174.58,14,RippleCarryAdder,adder,4,2,False,1.50174,1.50174,75.91,75.91
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,0,1,0,3.41172,182.98,14,RippleCarryAdder,adder,4,2,False,1.04976,1.54548,133.05,122.64
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,0,1,1,3.3534,190.34,14,RippleCarryAdder,adder,4,2,False,1.04976,1.48716,124.26,111.41
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,0,1,2,3.41172,190.48,14,RippleCarryAdder,adder,4,2,False,1.04976,1.54548,139.03,116.05
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,0,1,3,3.38256,187.51,14,RippleCarryAdder,adder,4,2,False,1.04976,1.48716,119.3,111.41
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,0,1,4,3.38256,193.03,14,RippleCarryAdder,adder,4,2,False,1.04976,1.48716,130.61,99.79
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,0,1,5,3.44088,197.07,14,RippleCarryAdder,adder,4,2,False,1.04976,1.51632,124.26,110.44
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,0,1,6,3.41172,202.98,14,RippleCarryAdder,adder,4,2,False,1.04976,1.54548,124.26,113.01
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,0,1,7,3.41172,186.58,14,RippleCarryAdder,adder,4,2,False,1.04976,1.54548,124.26,122.64
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,1,0,0,2.24532,145.51,14,RippleCarryAdder,adder,4,2,False,1.41426,1.41426,76.28,82.41
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,1,0,1,2.1141,150.79,14,RippleCarryAdder,adder,4,2,False,1.41426,1.41426,76.28,76.28
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,1,0,2,2.24532,145.51,14,RippleCarryAdder,adder,4,2,False,1.41426,1.41426,76.28,82.41
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,1,0,3,2.50776,166.97,14,RippleCarryAdder,adder,4,2,False,1.42884,1.6038,75.37,85.77
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,1,0,4,2.50776,167.33,14,RippleCarryAdder,adder,4,2,False,1.39968,1.6038,83.56,85.77
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,1,0,5,2.82852,173.86,14,RippleCarryAdder,adder,4,2,False,1.64754,1.79334,90.69,94.31
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,1,0,6,2.24532,145.51,14,RippleCarryAdder,adder,4,2,False,1.41426,1.41426,76.28,82.41
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,1,0,7,2.05578,118.1,14,RippleCarryAdder,adder,4,2,False,1.50174,1.50174,75.91,75.91
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,1,1,0,2.2599,252.71,14,RippleCarryAdder,adder,4,2,False,1.04976,1.54548,139.03,112.89
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,1,1,1,2.4057,266.51,14,RippleCarryAdder,adder,4,2,False,1.04976,1.48716,130.61,105.53
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,1,1,2,2.2599,265.24,14,RippleCarryAdder,adder,4,2,False,1.04976,1.54548,124.26,109.87
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,1,1,3,2.4057,260.34,14,RippleCarryAdder,adder,4,2,False,1.04976,1.48716,128.15,106.2
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,1,1,4,2.4057,279.68,14,RippleCarryAdder,adder,4,2,False,1.04976,1.48716,135.14,103.14
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,1,1,5,2.49318,271.04,14,RippleCarryAdder,adder,4,2,False,1.04976,1.51632,134.12,111.34
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,1,1,6,2.2599,256.09,14,RippleCarryAdder,adder,4,2,False,1.04976,1.54548,124.26,116.05
n_4_input/RippleCarryAdder_4_adder_4_14.v,1,1,1,7,2.31822,250.91,14,RippleCarryAdder,adder,4,2,False,1.04976,1.54548,128.15,112.89
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,0,0,0,3.73248,181.39,9,Sklansky,KoggeStone,4,7,False,1.41426,1.41426,76.28,76.28
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,0,0,1,3.95118,196.04,9,Sklansky,KoggeStone,4,7,False,1.41426,1.72044,76.28,70.33
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,0,0,2,3.645,183.43,9,Sklansky,KoggeStone,4,7,False,1.41426,1.50174,76.28,75.91
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,0,0,3,4.21362,189.14,9,Sklansky,KoggeStone,4,7,False,1.6038,1.73502,73.38,69.11
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,0,0,4,4.18446,187.46,9,Sklansky,KoggeStone,4,7,False,1.6038,1.76418,73.38,70.0
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,0,0,5,4.62186,185.62,9,Sklansky,KoggeStone,4,7,False,1.80792,1.93914,81.7,77.04
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,0,0,6,3.645,183.43,9,Sklansky,KoggeStone,4,7,False,1.41426,1.41426,76.28,76.28
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,0,0,7,3.645,183.43,9,Sklansky,KoggeStone,4,7,False,1.41426,1.41426,76.28,76.28
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,0,1,0,3.65958,210.55,9,Sklansky,KoggeStone,4,7,False,1.25388,1.58922,88.26,84.02
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,0,1,1,3.48462,213.96,9,Sklansky,KoggeStone,4,7,False,1.18098,1.48716,86.66,90.05
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,0,1,2,3.65958,204.29,9,Sklansky,KoggeStone,4,7,False,1.25388,1.58922,91.06,84.13
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,0,1,3,3.51378,211.27,9,Sklansky,KoggeStone,4,7,False,1.18098,1.48716,81.28,91.63
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,0,1,4,3.51378,213.95,9,Sklansky,KoggeStone,4,7,False,1.18098,1.48716,92.26,89.13
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,0,1,5,3.63042,219.81,9,Sklansky,KoggeStone,4,7,False,1.21014,1.54548,95.14,103.14
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,0,1,6,3.65958,200.01,9,Sklansky,KoggeStone,4,7,False,1.25388,1.58922,85.45,79.5
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,0,1,7,3.65958,201.47,9,Sklansky,KoggeStone,4,7,False,1.25388,1.58922,83.04,84.13
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,1,0,0,2.66814,161.92,9,Sklansky,KoggeStone,4,7,False,1.50174,1.50174,75.91,75.91
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,1,0,1,2.7702,146.76,9,Sklansky,KoggeStone,4,7,False,1.41426,1.72044,76.28,70.33
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,1,0,2,2.66814,161.92,9,Sklansky,KoggeStone,4,7,False,1.50174,1.41426,75.91,76.28
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,1,0,3,3.12012,163.58,9,Sklansky,KoggeStone,4,7,False,1.6038,1.76418,73.39,69.34
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,1,0,4,3.12012,163.58,9,Sklansky,KoggeStone,4,7,False,1.6038,1.73502,73.38,69.11
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,1,0,5,3.5721,161.74,9,Sklansky,KoggeStone,4,7,False,1.80792,1.93914,81.7,77.51
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,1,0,6,2.66814,161.92,9,Sklansky,KoggeStone,4,7,False,1.41426,1.41426,76.28,76.28
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,1,0,7,2.66814,161.61,9,Sklansky,KoggeStone,4,7,False,1.41426,1.41426,76.28,76.28
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,1,1,0,2.44944,204.52,9,Sklansky,KoggeStone,4,7,False,1.25388,1.58922,79.95,84.29
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,1,1,1,2.53692,256.8,9,Sklansky,KoggeStone,4,7,False,1.18098,1.48716,81.98,88.59
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,1,1,2,2.44944,208.38,9,Sklansky,KoggeStone,4,7,False,1.25388,1.58922,84.05,81.8
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,1,1,3,2.74104,202.32,9,Sklansky,KoggeStone,4,7,False,1.18098,1.48716,86.66,91.63
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,1,1,4,2.74104,199.89,9,Sklansky,KoggeStone,4,7,False,1.18098,1.48716,86.41,91.63
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,1,1,5,2.94516,203.98,9,Sklansky,KoggeStone,4,7,False,1.21014,1.54548,101.83,102.3
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,1,1,6,2.44944,198.2,9,Sklansky,KoggeStone,4,7,False,1.25388,1.58922,91.06,79.5
n_4_input/Sklansky_4_KoggeStone_4_9.v,0,1,1,7,2.44944,203.47,9,Sklansky,KoggeStone,4,7,False,1.25388,1.58922,83.04,81.8
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,0,0,0,3.645,174.1,9,Sklansky,KoggeStone,4,7,False,1.41426,1.41426,82.41,76.25
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,0,0,1,3.95118,195.19,9,Sklansky,KoggeStone,4,7,False,1.41426,1.72044,76.28,69.64
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,0,0,2,3.73248,175.87,9,Sklansky,KoggeStone,4,7,False,1.41426,1.41426,82.41,76.25
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,0,0,3,4.18446,186.04,9,Sklansky,KoggeStone,4,7,False,1.6038,1.8954,84.75,66.62
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,0,0,4,4.374,208.98,9,Sklansky,KoggeStone,4,7,False,1.6038,1.92456,73.41,79.18
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,0,0,5,4.8114,213.99,9,Sklansky,KoggeStone,4,7,False,1.79334,2.14326,94.74,81.86
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,0,0,6,3.73248,175.87,9,Sklansky,KoggeStone,4,7,False,1.41426,1.50174,76.25,75.91
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,0,0,7,3.645,175.22,9,Sklansky,KoggeStone,4,7,False,1.50174,1.41426,75.91,76.25
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,0,1,0,3.7908,218.2,9,Sklansky,KoggeStone,4,7,False,1.3851,1.73502,95.47,112.24
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,0,1,1,3.83454,237.33,9,Sklansky,KoggeStone,4,7,False,1.3122,1.48716,99.7,88.41
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,0,1,2,4.14072,229.1,9,Sklansky,KoggeStone,4,7,False,1.54548,1.73502,109.87,112.24
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,0,1,3,3.8637,229.4,9,Sklansky,KoggeStone,4,7,False,1.48716,1.5309,97.75,87.76
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,0,1,4,3.95118,253.75,9,Sklansky,KoggeStone,4,7,False,1.3122,1.48716,101.36,89.13
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,0,1,5,4.1553,237.13,9,Sklansky,KoggeStone,4,7,False,1.51632,1.58922,115.39,101.94
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,0,1,6,3.9366,230.0,9,Sklansky,KoggeStone,4,7,False,1.54548,1.58922,116.05,79.64
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,0,1,7,4.02408,246.84,9,Sklansky,KoggeStone,4,7,False,1.3851,1.73502,95.47,109.34
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,1,0,0,2.46402,161.33,9,Sklansky,KoggeStone,4,7,False,1.41426,1.41426,82.41,76.25
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,1,0,1,2.53692,157.8,9,Sklansky,KoggeStone,4,7,False,1.3851,1.7496,84.5,70.25
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,1,0,2,2.5515,154.47,9,Sklansky,KoggeStone,4,7,False,1.41426,1.41426,82.41,76.25
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,1,0,3,3.12012,165.13,9,Sklansky,KoggeStone,4,7,False,1.6038,1.73502,73.41,68.0
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,1,0,4,3.12012,163.98,9,Sklansky,KoggeStone,4,7,False,1.6038,1.8954,74.74,66.62
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,1,0,5,3.5721,163.11,9,Sklansky,KoggeStone,4,7,False,1.79334,1.9683,94.74,77.76
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,1,0,6,2.5515,154.47,9,Sklansky,KoggeStone,4,7,False,1.41426,1.41426,82.41,76.25
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,1,0,7,2.60982,164.9,9,Sklansky,KoggeStone,4,7,False,1.41426,1.41426,76.25,76.25
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,1,1,0,2.78478,228.94,9,Sklansky,KoggeStone,4,7,False,1.3851,1.58922,96.61,82.25
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,1,1,1,2.63898,248.3,9,Sklansky,KoggeStone,4,7,False,1.3122,1.70586,101.36,99.28
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,1,1,2,2.68272,218.18,9,Sklansky,KoggeStone,4,7,False,1.54548,1.58922,114.39,79.64
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,1,1,3,3.00348,252.75,9,Sklansky,KoggeStone,4,7,False,1.48716,1.5309,97.75,87.76
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,1,1,4,2.9889,240.72,9,Sklansky,KoggeStone,4,7,False,1.39968,1.48716,100.26,89.13
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,1,1,5,3.07638,218.31,9,Sklansky,KoggeStone,4,7,False,1.29762,1.72044,94.1,99.64
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,1,1,6,2.68272,222.27,9,Sklansky,KoggeStone,4,7,False,1.3851,1.58922,103.58,79.64
n_4_input/Sklansky_4_KoggeStone_4_9.v,1,1,1,7,2.58066,212.57,9,Sklansky,KoggeStone,4,7,False,1.54548,1.77876,121.28,109.93
n_4_input/Sklansky_4_adder_4_12.v,0,0,0,0,3.73248,172.57,12,Sklansky,adder,4,4,False,1.41426,1.50174,76.28,75.91
n_4_input/Sklansky_4_adder_4_12.v,0,0,0,1,3.73248,173.61,12,Sklansky,adder,4,4,False,1.41426,1.50174,76.28,75.91
n_4_input/Sklansky_4_adder_4_12.v,0,0,0,2,3.73248,172.78,12,Sklansky,adder,4,4,False,1.41426,1.50174,76.28,75.91
n_4_input/Sklansky_4_adder_4_12.v,0,0,0,3,4.05324,178.28,12,Sklansky,adder,4,4,False,1.6038,1.6038,73.38,73.39
n_4_input/Sklansky_4_adder_4_12.v,0,0,0,4,4.05324,178.34,12,Sklansky,adder,4,4,False,1.6038,1.6038,73.38,73.39
n_4_input/Sklansky_4_adder_4_12.v,0,0,0,5,4.49064,170.79,12,Sklansky,adder,4,4,False,1.80792,1.80792,81.7,81.7
n_4_input/Sklansky_4_adder_4_12.v,0,0,0,6,3.73248,172.57,12,Sklansky,adder,4,4,False,1.41426,1.50174,76.28,75.91
n_4_input/Sklansky_4_adder_4_12.v,0,0,0,7,3.73248,172.57,12,Sklansky,adder,4,4,False,1.41426,1.50174,76.28,75.91
n_4_input/Sklansky_4_adder_4_12.v,0,0,1,0,3.32424,186.61,12,Sklansky,adder,4,4,False,1.25388,1.25388,88.26,79.95
n_4_input/Sklansky_4_adder_4_12.v,0,0,1,1,3.17844,190.81,12,Sklansky,adder,4,4,False,1.18098,1.18098,86.66,80.68
n_4_input/Sklansky_4_adder_4_12.v,0,0,1,2,3.32424,187.83,12,Sklansky,adder,4,4,False,1.25388,1.25388,91.06,90.98
n_4_input/Sklansky_4_adder_4_12.v,0,0,1,3,3.2076,180.87,12,Sklansky,adder,4,4,False,1.18098,1.18098,81.28,81.88
n_4_input/Sklansky_4_adder_4_12.v,0,0,1,4,3.2076,197.12,12,Sklansky,adder,4,4,False,1.18098,1.18098,92.26,92.26
n_4_input/Sklansky_4_adder_4_12.v,0,0,1,5,3.29508,195.56,12,Sklansky,adder,4,4,False,1.21014,1.21014,95.14,94.9
n_4_input/Sklansky_4_adder_4_12.v,0,0,1,6,3.32424,188.51,12,Sklansky,adder,4,4,False,1.25388,1.25388,85.45,83.04
n_4_input/Sklansky_4_adder_4_12.v,0,0,1,7,3.32424,200.51,12,Sklansky,adder,4,4,False,1.25388,1.25388,83.04,79.64
n_4_input/Sklansky_4_adder_4_12.v,0,1,0,0,1.92456,114.07,12,Sklansky,adder,4,4,False,1.50174,1.50174,75.91,75.91
n_4_input/Sklansky_4_adder_4_12.v,0,1,0,1,1.83708,113.31,12,Sklansky,adder,4,4,False,1.41426,1.50174,76.28,75.91
n_4_input/Sklansky_4_adder_4_12.v,0,1,0,2,1.92456,114.07,12,Sklansky,adder,4,4,False,1.50174,1.50174,75.91,75.91
n_4_input/Sklansky_4_adder_4_12.v,0,1,0,3,2.15784,143.9,12,Sklansky,adder,4,4,False,1.6038,1.6038,73.39,73.39
n_4_input/Sklansky_4_adder_4_12.v,0,1,0,4,2.15784,143.9,12,Sklansky,adder,4,4,False,1.6038,1.6038,73.38,73.39
n_4_input/Sklansky_4_adder_4_12.v,0,1,0,5,2.44944,147.87,12,Sklansky,adder,4,4,False,1.80792,1.80792,81.7,81.7
n_4_input/Sklansky_4_adder_4_12.v,0,1,0,6,1.92456,114.07,12,Sklansky,adder,4,4,False,1.41426,1.50174,76.28,75.91
n_4_input/Sklansky_4_adder_4_12.v,0,1,0,7,2.02662,105.94,12,Sklansky,adder,4,4,False,1.41426,1.50174,76.28,75.91
n_4_input/Sklansky_4_adder_4_12.v,0,1,1,0,1.72044,180.05,12,Sklansky,adder,4,4,False,1.25388,1.25388,79.95,83.04
n_4_input/Sklansky_4_adder_4_12.v,0,1,1,1,1.6767,171.2,12,Sklansky,adder,4,4,False,1.18098,1.18098,81.98,81.98
n_4_input/Sklansky_4_adder_4_12.v,0,1,1,2,1.72044,187.61,12,Sklansky,adder,4,4,False,1.25388,1.25388,84.05,79.95
n_4_input/Sklansky_4_adder_4_12.v,0,1,1,3,1.70586,175.68,12,Sklansky,adder,4,4,False,1.18098,1.18098,86.66,92.26
n_4_input/Sklansky_4_adder_4_12.v,0,1,1,4,1.70586,175.97,12,Sklansky,adder,4,4,False,1.18098,1.18098,86.41,80.79
n_4_input/Sklansky_4_adder_4_12.v,0,1,1,5,1.79334,183.32,12,Sklansky,adder,4,4,False,1.21014,1.21014,101.83,105.38
n_4_input/Sklansky_4_adder_4_12.v,0,1,1,6,1.72044,187.61,12,Sklansky,adder,4,4,False,1.25388,1.25388,91.06,79.64
n_4_input/Sklansky_4_adder_4_12.v,0,1,1,7,1.72044,185.82,12,Sklansky,adder,4,4,False,1.25388,1.25388,83.04,84.05
n_4_input/Sklansky_4_adder_4_12.v,1,0,0,0,3.645,175.54,12,Sklansky,adder,4,4,False,1.41426,1.41426,82.41,82.41
n_4_input/Sklansky_4_adder_4_12.v,1,0,0,1,3.645,182.75,12,Sklansky,adder,4,4,False,1.41426,1.41426,76.28,76.28
n_4_input/Sklansky_4_adder_4_12.v,1,0,0,2,3.645,165.49,12,Sklansky,adder,4,4,False,1.41426,1.41426,82.41,82.41
n_4_input/Sklansky_4_adder_4_12.v,1,0,0,3,4.05324,191.36,12,Sklansky,adder,4,4,False,1.6038,1.6038,84.75,85.77
n_4_input/Sklansky_4_adder_4_12.v,1,0,0,4,4.05324,179.66,12,Sklansky,adder,4,4,False,1.6038,1.6038,73.41,85.77
n_4_input/Sklansky_4_adder_4_12.v,1,0,0,5,4.47606,179.79,12,Sklansky,adder,4,4,False,1.79334,1.79334,94.74,94.31
n_4_input/Sklansky_4_adder_4_12.v,1,0,0,6,3.645,165.52,12,Sklansky,adder,4,4,False,1.41426,1.41426,76.25,82.41
n_4_input/Sklansky_4_adder_4_12.v,1,0,0,7,3.73248,172.06,12,Sklansky,adder,4,4,False,1.50174,1.50174,75.91,75.91
n_4_input/Sklansky_4_adder_4_12.v,1,0,1,0,3.90744,214.58,12,Sklansky,adder,4,4,False,1.3851,1.54548,95.47,122.64
n_4_input/Sklansky_4_adder_4_12.v,1,0,1,1,3.61584,222.31,12,Sklansky,adder,4,4,False,1.3122,1.48716,99.7,111.41
n_4_input/Sklansky_4_adder_4_12.v,1,0,1,2,3.74706,215.04,12,Sklansky,adder,4,4,False,1.54548,1.54548,109.87,116.05
n_4_input/Sklansky_4_adder_4_12.v,1,0,1,3,3.645,209.43,12,Sklansky,adder,4,4,False,1.48716,1.48716,97.75,111.41
n_4_input/Sklansky_4_adder_4_12.v,1,0,1,4,3.73248,231.17,12,Sklansky,adder,4,4,False,1.3122,1.48716,101.36,99.79
n_4_input/Sklansky_4_adder_4_12.v,1,0,1,5,3.90744,217.05,12,Sklansky,adder,4,4,False,1.51632,1.51632,115.39,110.44
n_4_input/Sklansky_4_adder_4_12.v,1,0,1,6,3.90744,208.95,12,Sklansky,adder,4,4,False,1.54548,1.54548,116.05,113.01
n_4_input/Sklansky_4_adder_4_12.v,1,0,1,7,3.83454,237.44,12,Sklansky,adder,4,4,False,1.3851,1.54548,95.47,122.64
n_4_input/Sklansky_4_adder_4_12.v,1,1,0,0,1.95372,111.88,12,Sklansky,adder,4,4,False,1.41426,1.41426,82.41,82.41
n_4_input/Sklansky_4_adder_4_12.v,1,1,0,1,1.92456,113.38,12,Sklansky,adder,4,4,False,1.3851,1.41426,84.5,76.28
n_4_input/Sklansky_4_adder_4_12.v,1,1,0,2,1.95372,111.88,12,Sklansky,adder,4,4,False,1.41426,1.41426,82.41,82.41
n_4_input/Sklansky_4_adder_4_12.v,1,1,0,3,2.15784,137.94,12,Sklansky,adder,4,4,False,1.6038,1.6038,73.41,85.77
n_4_input/Sklansky_4_adder_4_12.v,1,1,0,4,2.15784,145.52,12,Sklansky,adder,4,4,False,1.6038,1.6038,74.74,85.77
n_4_input/Sklansky_4_adder_4_12.v,1,1,0,5,2.46402,145.75,12,Sklansky,adder,4,4,False,1.79334,1.79334,94.74,94.31
n_4_input/Sklansky_4_adder_4_12.v,1,1,0,6,1.95372,111.88,12,Sklansky,adder,4,4,False,1.41426,1.41426,82.41,82.41
n_4_input/Sklansky_4_adder_4_12.v,1,1,0,7,1.95372,111.88,12,Sklansky,adder,4,4,False,1.41426,1.50174,76.25,75.91
n_4_input/Sklansky_4_adder_4_12.v,1,1,1,0,2.36196,161.85,12,Sklansky,adder,4,4,False,1.3851,1.54548,96.61,112.89
n_4_input/Sklansky_4_adder_4_12.v,1,1,1,1,2.5515,200.02,12,Sklansky,adder,4,4,False,1.3122,1.48716,101.36,105.53
n_4_input/Sklansky_4_adder_4_12.v,1,1,1,2,2.49318,183.08,12,Sklansky,adder,4,4,False,1.54548,1.54548,114.39,109.87
n_4_input/Sklansky_4_adder_4_12.v,1,1,1,3,2.6244,200.57,12,Sklansky,adder,4,4,False,1.48716,1.48716,97.75,106.2
